Contig.primaryIdentifier	Contig.length	Contig.blastHits.score	Contig.blastHits.blastDomain.symbol	Contig.blastHits.blastDomain.description	Contig.blastHits.blastDomain.species	Contig.blastHits.blastDomain.primaryIdentifier
dd_Smed_v6_8564_0_1	799	6.00E-29	NKIRAS1 KBRAS1 kappaB-Ras1	NFKB inhibitor interacting Ras like 1	Homo sapiens	NP_065078.1
dd_Smed_v6_8566_0_1	1250	8.00E-79	RTN4IP1 NIMP	reticulon 4 interacting protein 1	Homo sapiens	NP_116119.2
dd_Smed_v6_856_0_1	655	3.00E-63	NME2 NDKB NDPK-B NDPKB NM23-H2 NM23B PUF	NME/NM23 nucleoside diphosphate kinase 2	Homo sapiens	NP_002503.1
dd_Smed_v6_8570_0_1	3495	5.00E-123	RECQL4 RECQ4	RecQ like helicase 4	Homo sapiens	NP_004251.3
dd_Smed_v6_8571_0_1	3440	5.00E-171	ABL1 ABL JTK7 bcr/abl c-ABL c-ABL1 p150 v-abl	"ABL proto-oncogene 1, non-receptor tyrosine kinase"	Homo sapiens	NP_005148.2
dd_Smed_v6_8572_0_1	1497	1.00E-39	AGK CATC5 CTRCT38 MTDPS10 MULK	acylglycerol kinase	Homo sapiens	NP_060708.1
dd_Smed_v6_85740_0_1	389	7.00E-06	CD209 CDSIGN CLEC4L DC-SIGN DC-SIGN1	CD209 molecule	Homo sapiens	NP_001138369.1
dd_Smed_v6_8575_0_1	3580	1.00E-38	HELZ DHRC DRHC HUMORF5	helicase with zinc finger	Homo sapiens	XP_005257946.1
dd_Smed_v6_8575_0_2	3394	1.00E-40	HELZ DHRC DRHC HUMORF5	helicase with zinc finger	Homo sapiens	XP_005257946.1
dd_Smed_v6_8575_0_3	3225	8.00E-39	HELZ DHRC DRHC HUMORF5	helicase with zinc finger	Homo sapiens	XP_005257946.1
dd_Smed_v6_8575_0_4	3039	4.00E-41	HELZ DHRC DRHC HUMORF5	helicase with zinc finger	Homo sapiens	XP_005257946.1
dd_Smed_v6_8576_0_1	1864	5.00E-20	STOX1 C10orf24 PEE4	storkhead box 1	Homo sapiens	NP_001123631.1
dd_Smed_v6_8578_0_1	5730	0	VWA8 KIAA0564	von Willebrand factor A domain containing 8	Homo sapiens	NP_055873.1
dd_Smed_v6_8579_0_1	3331	2.00E-16	NETO2 BTCL2 NEOT2	neuropilin and tolloid like 2	Homo sapiens	NP_060562.3
dd_Smed_v6_8580_0_1	2076	8.00E-130	GALNT6 GALNAC-T6 GalNAcT6	polypeptide N-acetylgalactosaminyltransferase 6	Homo sapiens	NP_009141.2
dd_Smed_v6_8582_0_1	478	5.00E-19	MX1 IFI-78K IFI78 MX MxA	MX dynamin like GTPase 1	Homo sapiens	NP_002453.2
dd_Smed_v6_8583_0_1	797	2.00E-31	LRTOMT DFNB63 LRRC51	leucine rich transmembrane and O-methyltransferase domain containing	Homo sapiens	NP_660352.1
dd_Smed_v6_8584_0_1	1320	5.00E-41	MMACHC cblC	"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria"	Homo sapiens	NP_056321.2
dd_Smed_v6_85886_0_1	403	5.00E-42	KIF15 HKLP2 KNSL7 NY-BR-62	kinesin family member 15	Homo sapiens	XP_006713326.1
dd_Smed_v6_85929_0_1	535	2.00E-22	CCDC40 CILD15 FAP172	coiled-coil domain containing 40	Homo sapiens	XP_005257549.1
dd_Smed_v6_8593_0_1	1066	4.00E-54	SCAMP1 SCAMP SCAMP37	secretory carrier membrane protein 1	Homo sapiens	NP_001277158.1
dd_Smed_v6_8594_0_1	780	6.00E-40	PSMD10 dJ889N15.2 p28 p28(GANK)	"proteasome 26S subunit, non-ATPase 10"	Homo sapiens	NP_002805.1
dd_Smed_v6_8595_0_2	3303	0	PDE11A PPNAD2	phosphodiesterase 11A	Homo sapiens	NP_058649.3
dd_Smed_v6_8595_0_3	3226	2.00E-179	PDE11A PPNAD2	phosphodiesterase 11A	Homo sapiens	NP_058649.3
dd_Smed_v6_8596_0_1	1738	6.00E-108	PDK2 PDHK2 PDKII	pyruvate dehydrogenase kinase 2	Homo sapiens	NP_002602.2
dd_Smed_v6_85977_0_1	536	5.00E-44	FEZF1 FEZ ZNF312B	FEZ family zinc finger 1	Homo sapiens	NP_001153736.1
dd_Smed_v6_8597_0_1	2400	4.00E-115	LMBRD2	LMBR1 domain containing 2	Homo sapiens	NP_001007528.1
dd_Smed_v6_859_0_1	1752	0	CAT	catalase	Homo sapiens	NP_001743.1
dd_Smed_v6_8601_0_1	2130	1.00E-15	CXXC1 2410002I16Rik 5830420C16Rik CFP1 CGBP HsT2645 PCCX1 PHF18 SPP1 ZCGPC1 hCGBP	CXXC finger protein 1	Homo sapiens	NP_001095124.1
dd_Smed_v6_86021_0_1	549	3.00E-48	TUBB CDCBM6 M40 OK/SW-cl.56 TUBB1 TUBB5	"tubulin, beta class I"	Homo sapiens	NP_001280143.1
dd_Smed_v6_8604_0_1	3264	7.00E-42	BPTF FAC1 FALZ NURF301	bromodomain PHD finger transcription factor	Homo sapiens	XP_005257209.1
dd_Smed_v6_8605_0_1	1522	4.00E-68	SLC39A14 LZT-Hs4 NET34 ZIP14 cig19	solute carrier family 39 member 14	Homo sapiens	XP_005273520.1
dd_Smed_v6_8606_0_1	2854	6.00E-59	PKNOX2 PREP2	PBX/knotted 1 homeobox 2	Homo sapiens	NP_071345.2
dd_Smed_v6_8610_0_1	1101	1.00E-55	SLC25A51 CG7943 MCART1	solute carrier family 25 member 51	Homo sapiens	NP_219480.1
dd_Smed_v6_8613_0_1	4046	0	EP300 KAT3B RSTS2 p300	E1A binding protein p300	Homo sapiens	NP_001420.2
dd_Smed_v6_8614_0_1	1188	1.00E-100	CDK7 CAK1 CDKN7 HCAK MO15 STK1 p39MO15	cyclin-dependent kinase 7	Homo sapiens	NP_001790.1
dd_Smed_v6_86187_0_1	281	9.00E-05	CENPBD1	CENPB DNA-binding domains containing 1	Homo sapiens	NP_659476.2
dd_Smed_v6_8618_0_1	6008	3.00E-169	SRCAP DOMO1 EAF1 FLHS SWR1	Snf2-related CREBBP activator protein	Homo sapiens	NP_006653.2
dd_Smed_v6_8621_0_1	719	3.00E-49	CDC42 CDC42Hs G25K	cell division cycle 42	Homo sapiens	NP_426359.1
dd_Smed_v6_8625_0_1	589	3.00E-29	HCCS CCHL MCOPS7 MLS	holocytochrome c synthase	Homo sapiens	NP_005324.3
dd_Smed_v6_8626_0_1	813	2.00E-154	RAD51 BRCC5 HRAD51 HsRad51 HsT16930 MRMV2 RAD51A RECA	RAD51 recombinase	Homo sapiens	NP_002866.2
dd_Smed_v6_8629_0_1	1901	3.00E-40	CYB5R4 NCB5OR cb5/cb5R dJ676J13.1	cytochrome b5 reductase 4	Homo sapiens	NP_057314.2
dd_Smed_v6_8629_0_2	1820	2.00E-40	CYB5R4 NCB5OR cb5/cb5R dJ676J13.1	cytochrome b5 reductase 4	Homo sapiens	NP_057314.2
dd_Smed_v6_8630_0_1	490	8.00E-89	HIST1H3A H3/A H3FA	"histone cluster 1, H3a"	Homo sapiens	NP_003520.1
dd_Smed_v6_8633_0_1	2566	0	VPS52 ARE1 SAC2 SACM2L dJ1033B10.5	"VPS52, GARP complex subunit"	Homo sapiens	NP_072047.4
dd_Smed_v6_8634_0_1	476	1.00E-19	RPSA 37LRP 67LR ICAS LAMBR LAMR1 LBP LBP/p40 LRP LRP/LR NEM/1CHD4 SA lamR p40	ribosomal protein SA	Homo sapiens	NP_002286.2
dd_Smed_v6_8635_0_1	615	2.00E-45	C1orf123	chromosome 1 open reading frame 123	Homo sapiens	NP_060357.1
dd_Smed_v6_863_0_1	2577	0	HADHA ECHA GBP HADH LCEH LCHAD MTPA TP-ALPHA	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit"	Homo sapiens	NP_000173.2
dd_Smed_v6_8641_0_1	4212	1.00E-67	ERBB4 ALS19 HER4 p180erbB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	Homo sapiens	XP_005246432.1
dd_Smed_v6_8642_0_1	2563	1.00E-20	RGL1 RGL	ral guanine nucleotide dissociation stimulator-like 1	Homo sapiens	NP_055964.3
dd_Smed_v6_8644_0_1	4733	0	CPSF1 CPSF160 HSU37012 P/cl.18	cleavage and polyadenylation specific factor 1	Homo sapiens	NP_037423.2
dd_Smed_v6_8645_0_1	1260	1.00E-146	UXS1 SDR6E1 UGD	UDP-glucuronate decarboxylase 1	Homo sapiens	NP_079352.2
dd_Smed_v6_8648_0_1	2111	6.00E-39	RGS5 MST092 MST106 MST129 MSTP032 MSTP092 MSTP106 MSTP129	regulator of G-protein signaling 5	Homo sapiens	NP_003608.1
dd_Smed_v6_864_0_1	782	3.00E-110	ARF1	ADP ribosylation factor 1	Homo sapiens	NP_001649.1
dd_Smed_v6_8650_0_1	1362	9.00E-47	SLC25A44	"solute carrier family 25, member 44"	Homo sapiens	NP_055470.1
dd_Smed_v6_8650_0_2	1315	3.00E-60	SLC25A44	"solute carrier family 25, member 44"	Homo sapiens	NP_055470.1
dd_Smed_v6_8650_0_3	1146	3.00E-30	SLC25A44	"solute carrier family 25, member 44"	Homo sapiens	NP_055470.1
dd_Smed_v6_8650_0_4	1099	6.00E-40	SLC25A44	"solute carrier family 25, member 44"	Homo sapiens	NP_055470.1
dd_Smed_v6_8651_0_1	3892	4.00E-43	INSR CD220 HHF5	insulin receptor	Homo sapiens	XP_005259611.1
dd_Smed_v6_8651_0_2	3866	3.00E-43	INSR CD220 HHF5	insulin receptor	Homo sapiens	NP_001073285.1
dd_Smed_v6_8651_0_3	3833	4.00E-43	INSR CD220 HHF5	insulin receptor	Homo sapiens	XP_005259611.1
dd_Smed_v6_8651_0_4	3807	3.00E-43	INSR CD220 HHF5	insulin receptor	Homo sapiens	NP_001073285.1
dd_Smed_v6_8652_0_2	2537	4.00E-68	SLC7A1 ATRC1 CAT-1 ERR HCAT1 REC1L	solute carrier family 7 member 1	Homo sapiens	NP_003036.1
dd_Smed_v6_8652_0_6	2319	2.00E-68	SLC7A1 ATRC1 CAT-1 ERR HCAT1 REC1L	solute carrier family 7 member 1	Homo sapiens	NP_003036.1
dd_Smed_v6_8652_0_8	2306	1.00E-68	SLC7A1 ATRC1 CAT-1 ERR HCAT1 REC1L	solute carrier family 7 member 1	Homo sapiens	NP_003036.1
dd_Smed_v6_8654_0_1	960	1.00E-20	KCTD21 KCASH2	potassium channel tetramerization domain containing 21	Homo sapiens	NP_001025030.1
dd_Smed_v6_8655_0_1	2744	2.00E-35	SPON1 VSGP/F-spondin f-spondin	spondin 1	Homo sapiens	NP_006099.2
dd_Smed_v6_8657_0_1	889	2.00E-06	AKIRIN1 C1orf108 STRF2	akirin 1	Homo sapiens	NP_078871.1
dd_Smed_v6_8657_0_2	865	2.00E-06	AKIRIN1 C1orf108 STRF2	akirin 1	Homo sapiens	NP_078871.1
dd_Smed_v6_8658_0_1	1732	3.00E-44	IMPACT RWDD5	impact RWD domain protein	Homo sapiens	NP_060909.1
dd_Smed_v6_8659_0_1	1224	3.00E-27	SCAMP2	secretory carrier membrane protein 2	Homo sapiens	NP_005688.2
dd_Smed_v6_865_0_1	705	1.00E-11	PLAC8L1	PLAC8-like 1	Homo sapiens	XP_005268438.1
dd_Smed_v6_8661_0_1	3356	5.00E-43	HELZ DHRC DRHC HUMORF5	helicase with zinc finger	Homo sapiens	XP_005257946.1
dd_Smed_v6_8662_0_1	3305	6.00E-41	TRAPPC10 EHOC-1 EHOC1 GT334 TMEM1 TRS130 TRS30	trafficking protein particle complex 10	Homo sapiens	XP_006724110.1
dd_Smed_v6_8662_0_2	3284	2.00E-41	TRAPPC10 EHOC-1 EHOC1 GT334 TMEM1 TRS130 TRS30	trafficking protein particle complex 10	Homo sapiens	XP_006724110.1
dd_Smed_v6_8663_0_1	2876	3.00E-92	PDXDC1 LP8165	pyridoxal-dependent decarboxylase domain containing 1	Homo sapiens	XP_005255230.1
dd_Smed_v6_8664_0_1	1737	2.00E-73	DDX10 HRH-J8	DEAD-box helicase 10	Homo sapiens	NP_004389.2
dd_Smed_v6_8665_0_1	1435	4.00E-146	DPH1 DPH2L DPH2L1 OVCA1	diphthamide biosynthesis 1	Homo sapiens	NP_001374.3
dd_Smed_v6_8668_0_12	1523	8.00E-126	FDXR ADXR	ferredoxin reductase	Homo sapiens	XP_006721835.1
dd_Smed_v6_8669_0_1	1203	3.00E-52	CABLES1 CABL1 CABLES HsT2563 IK3-1	Cdk5 and Abl enzyme substrate 1	Homo sapiens	NP_001243367.1
dd_Smed_v6_8674_0_1	1809	3.00E-92	NADK2 C5orf33 MNADK NADKD1	"NAD kinase 2, mitochondrial"	Homo sapiens	NP_001078880.1
dd_Smed_v6_8676_0_2	1457	5.00E-06	PTCD1	pentatricopeptide repeat domain 1	Homo sapiens	NP_056360.2
dd_Smed_v6_8677_0_1	2235	3.00E-75	PRKAG2 AAKG AAKG2 CMH6 H91620p WPWS	protein kinase AMP-activated non-catalytic subunit gamma 2	Homo sapiens	NP_077747.1
dd_Smed_v6_867_0_1	1261	2.00E-104	RAB11A YL8	"RAB11A, member RAS oncogene family"	Homo sapiens	NP_004654.1
dd_Smed_v6_8683_0_1	1632	8.00E-44	SLC36A2 PAT2 TRAMD1	solute carrier family 36 member 2	Homo sapiens	NP_861441.2
dd_Smed_v6_8684_0_1	1190	6.00E-66	TFB1M CGI75 mtTFB mtTFB1	"transcription factor B1, mitochondrial"	Homo sapiens	NP_057104.2
dd_Smed_v6_8687_0_1	1227	6.00E-19	GLT1D1	glycosyltransferase 1 domain containing 1	Homo sapiens	XP_005253610.1
dd_Smed_v6_8687_0_2	1190	9.00E-26	GLT1D1	glycosyltransferase 1 domain containing 1	Homo sapiens	XP_005253610.1
dd_Smed_v6_8687_0_3	970	4.00E-10	GLT1D1	glycosyltransferase 1 domain containing 1	Homo sapiens	NP_653270.1
dd_Smed_v6_8687_0_4	933	1.00E-16	GLT1D1	glycosyltransferase 1 domain containing 1	Homo sapiens	XP_006719311.1
dd_Smed_v6_8688_0_1	2317	1.00E-155	PRMT5 HRMT1L5 IBP72 JBP1 SKB1 SKB1Hs	protein arginine methyltransferase 5	Homo sapiens	NP_006100.2
dd_Smed_v6_8689_0_1	2427	2.00E-149	SRBD1	S1 RNA binding domain 1	Homo sapiens	NP_060549.4
dd_Smed_v6_8690_0_1	1886	2.00E-07	LRRC4 NGL-2	leucine rich repeat containing 4	Homo sapiens	NP_071426.1
dd_Smed_v6_86916_0_1	381	3.00E-67	RPS23 S23	ribosomal protein S23	Homo sapiens	NP_001016.1
dd_Smed_v6_86924_0_1	539	4.00E-95	RPS9 S9	ribosomal protein S9	Homo sapiens	NP_001004.2
dd_Smed_v6_8692_0_1	2603	6.00E-171	NEK9 NERCC NERCC1 Nek8	NIMA related kinase 9	Homo sapiens	NP_149107.4
dd_Smed_v6_8693_0_1	721	1.00E-87	GMPPB MDDGA14 MDDGB14 MDDGC14	GDP-mannose pyrophosphorylase B	Homo sapiens	NP_068806.1
dd_Smed_v6_8698_0_1	1565	5.00E-107	ALG8 CDG1H	"ALG8, alpha-1,3-glucosyltransferase"	Homo sapiens	NP_076984.2
dd_Smed_v6_869_0_1	1531	7.00E-102	TYMP ECGF ECGF1 MEDPS1 MNGIE MTDPS1 PDECGF TP hPD-ECGF	thymidine phosphorylase	Homo sapiens	NP_001244918.1
dd_Smed_v6_87008_0_1	509	2.00E-93	PSMC2 MSS1 Nbla10058 S7	"proteasome 26S subunit, ATPase 2"	Homo sapiens	NP_002794.1
dd_Smed_v6_8701_0_1	3410	0	HERC3	HECT and RLD domain containing E3 ubiquitin protein ligase 3	Homo sapiens	NP_055421.1
dd_Smed_v6_8703_0_1	3558	0	MAN2A1 AMan II GOLIM7 MANA2 MANII	mannosidase alpha class 2A member 1	Homo sapiens	NP_002363.2
dd_Smed_v6_8703_0_2	1850	4.00E-47	MAN2A1 AMan II GOLIM7 MANA2 MANII	mannosidase alpha class 2A member 1	Homo sapiens	NP_002363.2
dd_Smed_v6_8706_0_1	1724	1.00E-79	TMEM129 D4S2561E	transmembrane protein 129	Homo sapiens	NP_001120738.1
dd_Smed_v6_8706_0_2	1609	1.00E-28	TMEM129 D4S2561E	transmembrane protein 129	Homo sapiens	NP_001120738.1
dd_Smed_v6_8706_0_3	1562	1.00E-25	TMEM129 D4S2561E	transmembrane protein 129	Homo sapiens	NP_001120738.1
dd_Smed_v6_8706_0_4	1292	6.00E-29	TMEM129 D4S2561E	transmembrane protein 129	Homo sapiens	NP_001120738.1
dd_Smed_v6_8706_0_5	1245	5.00E-26	TMEM129 D4S2561E	transmembrane protein 129	Homo sapiens	NP_001120738.1
dd_Smed_v6_8708_0_1	4019	1.00E-97	SRGAP1 ARHGAP13	SLIT-ROBO Rho GTPase activating protein 1	Homo sapiens	NP_065813.1
dd_Smed_v6_8708_0_2	4001	2.00E-97	SRGAP1 ARHGAP13	SLIT-ROBO Rho GTPase activating protein 1	Homo sapiens	NP_065813.1
dd_Smed_v6_870_0_1	3747	8.00E-46	FKBP15 FKBP133 KIAA0674 PPP1R76	FK506 binding protein 15	Homo sapiens	XP_006717082.1
dd_Smed_v6_87107_0_1	283	9.00E-41	RPS11 S11	ribosomal protein S11	Homo sapiens	NP_001006.1
dd_Smed_v6_8710_0_1	1837	6.00E-160	NT5C2 GMP NT5B PNT5 SPG45 SPG65 cN-II	"5'-nucleotidase, cytosolic II"	Homo sapiens	NP_036361.1
dd_Smed_v6_8711_0_1	1142	1.00E-53	ETNK1 EKI EKI 1 EKI1 Nbla10396	ethanolamine kinase 1	Homo sapiens	NP_061108.2
dd_Smed_v6_8716_1_1	1245	3.00E-53	TASP1 C20orf13 dJ585I14.2	taspase 1	Homo sapiens	NP_060184.2
dd_Smed_v6_8718_0_1	4977	4.00E-54	ADAM23 MDC-3 MDC3	ADAM metallopeptidase domain 23	Homo sapiens	NP_003803.1
dd_Smed_v6_8721_0_1	2632	9.00E-152	WDR78 DIC4	WD repeat domain 78	Homo sapiens	NP_079039.4
dd_Smed_v6_8721_0_2	2620	9.00E-151	WDR78 DIC4	WD repeat domain 78	Homo sapiens	NP_079039.4
dd_Smed_v6_8722_0_1	570	1.00E-07	CBY1 C22orf2 CBY HS508I15A PGEA1 PIGEA-14 PIGEA14 arb1	chibby homolog 1 (Drosophila)	Homo sapiens	NP_056188.1
dd_Smed_v6_8723_0_1	2325	3.00E-153	CLK2	CDC like kinase 2	Homo sapiens	XP_005244935.1
dd_Smed_v6_8724_0_1	1025	9.00E-60	NAA30 C14orf35 MAK3 Mak3p NAT12 NAT12P	"N(alpha)-acetyltransferase 30, NatC catalytic subunit"	Homo sapiens	NP_001011713.2
dd_Smed_v6_872_0_1	626	1.00E-24	TXN2 MT-TRX MTRX TRX2	thioredoxin 2	Homo sapiens	NP_036605.2
dd_Smed_v6_8732_0_1	1087	3.00E-162	RFC2 RFC40	replication factor C subunit 2	Homo sapiens	NP_852136.1
dd_Smed_v6_87355_0_1	449	4.00E-08	KLHL6	kelch like family member 6	Homo sapiens	NP_569713.2
dd_Smed_v6_8735_0_1	2876	3.00E-110	TBCK TBCKL	TBC1 domain containing kinase	Homo sapiens	NP_001156907.1
dd_Smed_v6_8736_0_1	2765	7.00E-64	DIS3L2 FAM6A PRLMNS hDIS3L2	DIS3 like 3'-5' exoribonuclease 2	Homo sapiens	NP_689596.4
dd_Smed_v6_8737_0_1	1377	2.00E-21	WDR12 YTM1	WD repeat domain 12	Homo sapiens	NP_060726.3
dd_Smed_v6_873_0_1	1459	0	BHMT BHMT1 HEL-S-61p	betaine--homocysteine S-methyltransferase	Homo sapiens	NP_001704.2
dd_Smed_v6_8740_0_1	1634	6.00E-95	HCK JTK9 p59Hck p61Hck	"HCK proto-oncogene, Src family tyrosine kinase"	Homo sapiens	NP_001165600.1
dd_Smed_v6_8741_0_1	1920	8.00E-35	METTL13 5630401D24Rik KIAA0859 feat	methyltransferase like 13	Homo sapiens	XP_005245313.1
dd_Smed_v6_8743_0_1	1494	2.00E-168	GSR HEL-75	glutathione reductase	Homo sapiens	NP_000628.2
dd_Smed_v6_8746_0_1	1444	9.00E-21	CELA1 ELA1	chymotrypsin like elastase family member 1	Homo sapiens	NP_001962.3
dd_Smed_v6_8752_0_1	1633	2.00E-15	RANBP3	RAN binding protein 3	Homo sapiens	XP_006722991.1
dd_Smed_v6_8753_0_1	944	3.00E-24	CETN2 CALT CEN2	centrin 2	Homo sapiens	NP_004335.1
dd_Smed_v6_8753_0_2	896	6.00E-27	CETN2 CALT CEN2	centrin 2	Homo sapiens	NP_004335.1
dd_Smed_v6_8754_0_1	5828	0	ATR FCTCS FRP1 MEC1 SCKL SCKL1	ATR serine/threonine kinase	Homo sapiens	NP_001175.2
dd_Smed_v6_8755_0_1	1987	1.00E-71	PTPN7 BPTP-4 HEPTP LC-PTP LPTP PTPNI	"protein tyrosine phosphatase, non-receptor type 7"	Homo sapiens	NP_542155.1
dd_Smed_v6_8756_0_1	895	2.00E-05	HMGB2 HMG2	high mobility group box 2	Homo sapiens	NP_002120.1
dd_Smed_v6_8759_0_1	8143	2.00E-148	NIPBL CDLS CDLS1 IDN3 IDN3-B Scc2	Nipped-B homolog (Drosophila)	Homo sapiens	XP_005248340.1
dd_Smed_v6_8760_0_1	5739	0	CFAP44 WDR52	cilia and flagella associated protein 44	Homo sapiens	NP_060808.2
dd_Smed_v6_8761_0_1	2317	7.00E-141	DRC1 C2orf39 CCDC164 CILD21	dynein regulatory complex subunit 1	Homo sapiens	NP_659475.2
dd_Smed_v6_8766_0_1	1323	8.00E-132	ACMSD	aminocarboxymuconate semialdehyde decarboxylase	Homo sapiens	NP_612199.2
dd_Smed_v6_8767_0_1	1153	3.00E-98	GRHPR GLXR GLYD PH2	glyoxylate reductase/hydroxypyruvate reductase	Homo sapiens	NP_036335.1
dd_Smed_v6_8768_0_1	1413	6.00E-83	SLC25A36 PNC2	solute carrier family 25 member 36	Homo sapiens	NP_001098117.1
dd_Smed_v6_876_0_1	10347	0	TLN1 ILWEQ TLN	talin 1	Homo sapiens	NP_006280.3
dd_Smed_v6_876_0_2	10332	0	TLN1 ILWEQ TLN	talin 1	Homo sapiens	NP_006280.3
dd_Smed_v6_8772_0_2	2494	2.00E-06	SNX19 CHET8	sorting nexin 19	Homo sapiens	XP_005271602.1
dd_Smed_v6_8774_0_1	947	2.00E-42	ORAI2 C7orf19 CBCIP2 MEM142B TMEM142B	ORAI calcium release-activated calcium modulator 2	Homo sapiens	NP_116220.1
dd_Smed_v6_8776_0_2	1161	6.00E-23	ZMYND15 SPGF14	zinc finger MYND-type containing 15	Homo sapiens	NP_001129518.1
dd_Smed_v6_8779_0_1	4163	0	PCSK5 PC5 PC6 PC6A SPC6	proprotein convertase subtilisin/kexin type 5	Homo sapiens	NP_006191.2
dd_Smed_v6_877_0_1	753	1.00E-23	CAV1 BSCL3 CGL3 LCCNS MSTP085 PPH3 VIP21	caveolin 1	Homo sapiens	NP_001166366.1
dd_Smed_v6_8780_0_1	1158	1.00E-119	BUB3 BUB3L hBUB3	"BUB3, mitotic checkpoint protein"	Homo sapiens	NP_004716.1
dd_Smed_v6_8785_0_1	1707	1.00E-37	SYT14 SCAR11 sytXIV	synaptotagmin 14	Homo sapiens	NP_001242935.1
dd_Smed_v6_8787_0_1	1458	8.00E-40	RGS3 C2PA RGP3	regulator of G-protein signaling 3	Homo sapiens	NP_602299.1
dd_Smed_v6_8792_0_1	616	8.00E-08	RRP15 KIAA0507	ribosomal RNA processing 15 homolog (S. cerevisiae)	Homo sapiens	NP_057136.2
dd_Smed_v6_87944_0_1	259	3.00E-23	GLUL GLNS GS PIG43 PIG59	glutamate-ammonia ligase	Homo sapiens	NP_002056.2
dd_Smed_v6_8797_0_1	820	1.00E-16	C9orf135	chromosome 9 open reading frame 135	Homo sapiens	NP_001010940.1
dd_Smed_v6_8798_0_1	2060	0	TTC30B IFT70 fleer	tetratricopeptide repeat domain 30B	Homo sapiens	NP_689730.2
dd_Smed_v6_8800_0_1	1849	5.00E-41	STARD3 CAB1 MLN64 es64	StAR related lipid transfer domain containing 3	Homo sapiens	NP_006795.3
dd_Smed_v6_88035_0_1	481	4.00E-40	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens	NP_000928.1
dd_Smed_v6_8803_0_1	1986	0	IFT81 CDV-1 CDV-1R CDV1 CDV1R DV1	intraflagellar transport 81	Homo sapiens	NP_054774.2
dd_Smed_v6_8805_0_1	1484	1.00E-61	KIAA1147 LCHN PRO2561	KIAA1147	Homo sapiens	NP_001073861.1
dd_Smed_v6_8806_0_1	1948	2.00E-156	KLC1 KLC KNS2 KNS2A	kinesin light chain 1	Homo sapiens	NP_005543.2
dd_Smed_v6_8806_0_2	1759	2.00E-157	KLC1 KLC KNS2 KNS2A	kinesin light chain 1	Homo sapiens	NP_005543.2
dd_Smed_v6_8807_0_1	708	3.00E-30	C9orf85	chromosome 9 open reading frame 85	Homo sapiens	NP_872311.2
dd_Smed_v6_8816_0_1	3589	0	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	glutamate ionotropic receptor kainate type subunit 2	Homo sapiens	NP_068775.1
dd_Smed_v6_8819_0_1	1814	3.00E-75	SUV39H1 H3-K9-HMTase 1 KMT1A MG44 SUV39H	suppressor of variegation 3-9 homolog 1	Homo sapiens	NP_003164.1
dd_Smed_v6_8820_0_1	1855	4.00E-42	ISL2	ISL LIM homeobox 2	Homo sapiens	NP_665804.1
dd_Smed_v6_8824_0_1	2193	6.00E-09	GABBR1 GABABR1 GABBR1-3 GB1 GPRC3A dJ271M21.1.1 dJ271M21.1.2	"gamma-aminobutyric acid (GABA) B receptor, 1"	Homo sapiens	NP_068703.1
dd_Smed_v6_8826_0_1	982	4.00E-73	TRMT61A C14orf172 GCD14 Gcd14p TRM61 hTRM61	tRNA methyltransferase 61A	Homo sapiens	NP_689520.2
dd_Smed_v6_8827_0_1	1783	5.00E-53	TRAPPC12 TTC-15 TTC15	trafficking protein particle complex 12	Homo sapiens	NP_057114.5
dd_Smed_v6_8829_0_1	1664	0	PGD 6PGD	phosphogluconate dehydrogenase	Homo sapiens	NP_002622.2
dd_Smed_v6_8832_0_1	1491	2.00E-31	SFRP5 SARP3	secreted frizzled related protein 5	Homo sapiens	NP_003006.2
dd_Smed_v6_8834_0_3	1845	3.00E-09	NCL C23	nucleolin	Homo sapiens	NP_005372.2
dd_Smed_v6_8834_0_4	1797	1.00E-09	NCL C23	nucleolin	Homo sapiens	NP_005372.2
dd_Smed_v6_8836_0_1	4506	7.00E-34	MED23 ARC130 CRSP130 CRSP133 CRSP3 DRIP130 MRT18 SUR-2 SUR2	mediator complex subunit 23	Homo sapiens	NP_001257451.1
dd_Smed_v6_8838_0_1	3664	2.00E-81	MAP3K12 DLK MEKK12 MUK ZPK ZPKP1	mitogen-activated protein kinase kinase kinase 12	Homo sapiens	NP_006292.3
dd_Smed_v6_8844_0_1	1082	2.00E-111	SLC35A3 AMRS	solute carrier family 35 member A3	Homo sapiens	NP_036375.1
dd_Smed_v6_8855_0_1	1800	1.00E-88	ENTPD5 CD39L4 NTPDase-5 PCPH	ectonucleoside triphosphate diphosphohydrolase 5	Homo sapiens	NP_001240.1
dd_Smed_v6_8855_0_2	1746	1.00E-88	ENTPD5 CD39L4 NTPDase-5 PCPH	ectonucleoside triphosphate diphosphohydrolase 5	Homo sapiens	NP_001240.1
dd_Smed_v6_8856_0_1	1280	3.00E-48	B4GALT3 beta4Gal-T3	"beta-1,4-galactosyltransferase 3"	Homo sapiens	NP_003770.1
